#piLocal-008
#86
#321
#3210
#Grafica en tiempo real segunda prueba
Tiempo;Voltaje;Corriente;Temperatura;RPM
1509913731.6760976;144.0;225.0;245.0;2.0
1509913731.9135644;145.0;225.0;246.0;5.0
1509913732.0757084;145.0;225.0;246.0;8.0
1509913732.2840714;145.0;225.0;246.0;11.0
1509913732.4731421;145.0;225.0;246.0;14.0
1509913732.6739705;145.0;225.0;246.0;16.0
1509913732.8813317;145.0;225.0;246.0;19.0
1509913733.075447;145.0;413.0;246.0;22.0
1509913733.2725513;145.0;413.0;246.0;25.0
1509913733.4747596;145.0;413.0;246.0;28.0
1509913733.673268;145.0;413.0;246.0;31.0
1509913733.8745983;146.0;413.0;-124.0;-31.0
1509913734.0757346;146.0;413.0;-124.0;-28.0
1509913734.289574;146.0;413.0;-124.0;-25.0
1509913734.4759114;146.0;413.0;-124.0;-22.0
1509913734.6932874;146.0;331.0;-124.0;-19.0
1509913734.9113195;146.0;331.0;-124.0;-16.0
1509913735.0935142;146.0;331.0;-124.0;-13.0
1509913735.2956734;146.0;331.0;-124.0;-10.0
1509913735.493353;146.0;331.0;-124.0;-7.0
1509913735.6942272;146.0;331.0;-124.0;-4.0
1509913735.9050753;147.0;331.0;-123.0;-1.0
1509913736.1066837;147.0;331.0;-123.0;1.0
1509913736.3108108;147.0;55.0;-123.0;4.0
1509913736.530358;147.0;55.0;-123.0;7.0
1509913736.7223344;147.0;55.0;-123.0;9.0
1509913736.8975441;147.0;55.0;-123.0;12.0
1509913737.1126773;147.0;55.0;-123.0;15.0
1509913737.285438;147.0;55.0;-123.0;18.0
1509913737.504148;147.0;55.0;-123.0;21.0
1509913737.7064414;147.0;55.0;-123.0;24.0
1509913737.9291234;148.0;-161.0;-246.0;27.0
1509913738.1122808;148.0;-161.0;-246.0;30.0
1509913738.3004365;148.0;-161.0;-246.0;-31.0
1509913738.5257785;148.0;-161.0;-246.0;-28.0
1509913738.7375326;148.0;-161.0;-246.0;-25.0
1509913738.937873;148.0;-161.0;-246.0;-22.0
1509913739.1249526;148.0;-161.0;-246.0;-20.0
1509913739.3548615;148.0;-161.0;-246.0;-17.0
1509913739.534784;148.0;-119.0;-246.0;-14.0
1509913739.7183867;148.0;-119.0;-246.0;-11.0
1509913739.9348767;149.0;-119.0;-245.0;-8.0
1509913740.126068;149.0;-119.0;-245.0;-5.0
1509913740.367538;149.0;-119.0;-245.0;-2.0
1509913740.5303578;149.0;-119.0;-245.0;0.0
1509913740.7367792;149.0;-119.0;-245.0;3.0
1509913740.9202747;149.0;-119.0;-245.0;6.0
1509913741.1740284;149.0;142.0;-245.0;9.0
1509913741.3315053;149.0;142.0;-245.0;12.0
1509913741.5292137;149.0;142.0;-245.0;15.0
1509913741.7217572;149.0;142.0;-245.0;18.0
1509913741.9148574;150.0;142.0;-5.0;21.0
1509913742.1554992;150.0;142.0;-5.0;24.0
1509913742.324063;150.0;142.0;-5.0;27.0
1509913742.5038826;150.0;142.0;-5.0;30.0
1509913742.720955;150.0;383.0;-5.0;-31.0
1509913742.9048455;150.0;383.0;-5.0;-28.0
1509913743.1221025;150.0;383.0;-5.0;-25.0
1509913743.3064392;150.0;383.0;-5.0;-22.0
1509913743.5266082;150.0;383.0;-5.0;-19.0
1509913743.7160866;150.0;383.0;-5.0;-16.0
1509913743.9388456;151.0;383.0;-4.0;-13.0
1509913744.148696;151.0;383.0;-4.0;-10.0
1509913744.3164518;151.0;382.0;-4.0;-7.0
1509913744.515813;151.0;382.0;-4.0;-4.0
1509913744.7129164;151.0;382.0;-4.0;-1.0
1509913744.9228096;151.0;382.0;-4.0;1.0
1509913745.1153011;151.0;382.0;-4.0;4.0
1509913745.3151205;151.0;382.0;-4.0;7.0
1509913745.512182;151.0;382.0;-4.0;10.0
1509913745.7133842;151.0;382.0;-4.0;13.0
1509913745.9392052;152.0;139.0;378.0;16.0
1509913746.116226;152.0;139.0;378.0;19.0
1509913746.332122;152.0;139.0;378.0;22.0
1509913746.5167255;152.0;139.0;378.0;25.0
1509913746.7331698;152.0;139.0;378.0;28.0
1509913746.9293962;152.0;139.0;378.0;31.0
1509913747.1363153;152.0;139.0;378.0;-30.0
1509913747.3351269;152.0;139.0;378.0;-27.0
1509913747.5239222;152.0;-121.0;378.0;-24.0
1509913747.7239237;152.0;-121.0;378.0;-21.0
1509913747.9244611;153.0;-121.0;379.0;-18.0
1509913748.1235754;153.0;-121.0;379.0;-15.0
1509913748.3386815;153.0;-121.0;379.0;-12.0
1509913748.543186;153.0;-121.0;379.0;-9.0
1509913748.7249165;153.0;-121.0;379.0;-6.0
1509913748.9408646;153.0;-121.0;379.0;-3.0
1509913749.126588;153.0;-160.0;379.0;0.0
1509913749.3406954;153.0;-160.0;379.0;3.0
1509913749.5618975;153.0;-160.0;379.0;6.0
1509913749.742291;153.0;-160.0;379.0;9.0
1509913749.9451814;154.0;-160.0;553.0;12.0
1509913750.1339068;154.0;-160.0;553.0;15.0
1509913750.343929;154.0;-160.0;553.0;18.0
1509913750.5443325;154.0;-160.0;553.0;21.0
1509913750.7448847;154.0;58.0;553.0;24.0
1509913750.9458232;154.0;58.0;553.0;27.0
1509913751.1421666;154.0;58.0;553.0;30.0
1509913751.343286;154.0;58.0;553.0;-31.0
1509913751.5355015;154.0;58.0;553.0;-28.0
1509913751.7366898;154.0;58.0;553.0;-25.0
1509913751.954619;155.0;58.0;554.0;-22.0
1509913752.1356215;155.0;58.0;554.0;-19.0
1509913752.4065158;155.0;333.0;554.0;-16.0
1509913752.546734;155.0;333.0;554.0;-13.0
1509913752.7560573;155.0;333.0;554.0;-9.0
1509913752.9803784;155.0;333.0;554.0;-6.0
1509913753.1723328;155.0;333.0;554.0;-3.0
1509913753.3523855;155.0;333.0;554.0;0.0
1509913753.5508938;155.0;333.0;554.0;2.0
1509913753.7520783;155.0;333.0;554.0;5.0
1509913753.9454618;156.0;412.0;361.0;8.0
1509913754.1430452;156.0;412.0;361.0;11.0
1509913754.3428824;156.0;412.0;361.0;15.0
1509913754.543794;156.0;412.0;361.0;18.0
1509913754.759352;156.0;412.0;361.0;21.0
1509913754.9442437;156.0;412.0;361.0;24.0
1509913755.1463878;156.0;412.0;361.0;27.0
1509913755.361336;156.0;412.0;361.0;30.0
1509913755.5643375;156.0;222.0;361.0;-31.0
1509913755.7605999;156.0;222.0;361.0;-28.0
1509913755.964863;157.0;222.0;362.0;-25.0
1509913756.1589897;157.0;222.0;362.0;-22.0
1509913756.3796787;157.0;222.0;362.0;-19.0
1509913756.5647812;157.0;222.0;362.0;-16.0
1509913756.7809424;157.0;222.0;362.0;-12.0
1509913756.9527233;157.0;222.0;362.0;-9.0
1509913757.1532185;157.0;-61.0;362.0;-6.0
1509913757.3693256;157.0;-61.0;362.0;-3.0
1509913757.5545764;157.0;-61.0;362.0;0.0
1509913757.7530386;157.0;-61.0;362.0;2.0
1509913757.954894;158.0;-61.0;-19.0;6.0
1509913758.1567235;158.0;-61.0;-19.0;9.0
1509913758.3725786;158.0;-61.0;-19.0;12.0
1509913758.570948;158.0;-61.0;-19.0;15.0
1509913758.7759404;158.0;-179.0;-19.0;18.0
1509913758.963528;158.0;-179.0;-19.0;21.0
1509913759.1705832;158.0;-179.0;-19.0;25.0
1509913759.3731484;158.0;-179.0;-19.0;28.0
1509913759.9143164;158.0;-179.0;-19.0;31.0
1509913760.0690734;158.0;-179.0;-19.0;-30.0
1509913760.1269307;159.0;-179.0;-18.0;-27.0
1509913760.2243223;159.0;-179.0;-18.0;-24.0
1509913760.3649876;159.0;-21.0;-18.0;-21.0
1509913760.564013;159.0;-21.0;-18.0;-18.0
1509913760.7651772;159.0;-21.0;-18.0;-15.0
1509913760.9787455;159.0;-21.0;-18.0;-11.0
1509913761.1661751;159.0;-21.0;-18.0;-8.0
1509913761.3805652;159.0;-21.0;-18.0;-5.0
1509913761.5796266;159.0;-21.0;-18.0;-2.0
1509913761.7667673;159.0;-21.0;-18.0;0.0
1509913761.9761574;160.0;266.0;-237.0;4.0
1509913762.2037115;160.0;266.0;-237.0;7.0
1509913762.386702;160.0;266.0;-237.0;10.0
1509913762.5767636;160.0;266.0;-237.0;13.0
1509913762.7945826;160.0;266.0;-237.0;16.0
1509913762.9748194;160.0;266.0;-237.0;20.0
1509913763.1862485;160.0;266.0;-237.0;23.0
1509913763.3736491;160.0;266.0;-237.0;26.0
1509913763.5762074;160.0;419.0;-237.0;29.0
1509913763.7758;160.0;419.0;-237.0;-32.0
1509913763.9774063;161.0;419.0;-236.0;-29.0
1509913764.1897216;161.0;419.0;-236.0;-26.0
1509913764.3936038;161.0;419.0;-236.0;-22.0
1509913764.6249318;161.0;419.0;-236.0;-19.0
1509913764.7945666;161.0;419.0;-236.0;-16.0
1509913910.5697937;161.0;419.0;-236.0;-13.0
1509913910.779061;161.0;297.0;-236.0;-9.0
1509913910.9694755;161.0;297.0;-236.0;-6.0
1509913911.155024;161.0;297.0;-236.0;-3.0
1509913911.3698783;161.0;297.0;-236.0;0.0
1509913911.5710118;162.0;297.0;-89.0;2.0
1509913911.774023;162.0;297.0;-89.0;6.0
1509913911.9754195;162.0;297.0;-89.0;9.0
1509913912.173946;162.0;297.0;-89.0;12.0
1509913912.3739872;162.0;12.0;-89.0;15.0
1509913912.5687706;162.0;12.0;-89.0;19.0
1509913912.768866;162.0;12.0;-89.0;22.0
1509913912.9642735;162.0;12.0;-89.0;25.0
1509913913.1752677;162.0;12.0;-89.0;28.0
1509913913.3758643;162.0;12.0;-89.0;32.0
1509913913.5811214;163.0;12.0;-88.0;-30.0
1509913913.764039;163.0;12.0;-88.0;-26.0
1509913913.9735153;163.0;-173.0;-88.0;-23.0
1509913914.164325;163.0;-173.0;-88.0;-20.0
1509913914.3640974;163.0;-173.0;-88.0;-17.0
1509913914.5958912;163.0;-173.0;-88.0;-13.0
1509913914.7663372;163.0;-173.0;-88.0;-10.0
1509913914.9763672;163.0;-173.0;-88.0;-7.0
1509913915.2023864;163.0;-173.0;-88.0;-3.0
1509913915.386549;163.0;-173.0;-88.0;0.0
1509913915.5798714;164.0;-89.0;289.0;2.0
1509913915.784994;164.0;-89.0;289.0;5.0
1509913915.9768283;164.0;-89.0;289.0;9.0
1509913916.1857226;164.0;-89.0;289.0;12.0
1509913916.382537;164.0;-89.0;289.0;15.0
1509913916.5750954;164.0;-89.0;289.0;19.0
1509913916.7859519;164.0;-89.0;289.0;22.0
1509913916.9834273;164.0;-89.0;289.0;25.0
1509913917.1753426;164.0;187.0;289.0;28.0
1509913917.37348;164.0;187.0;289.0;32.0
1509913917.5761454;165.0;187.0;290.0;-30.0
1509913917.776239;165.0;187.0;290.0;-26.0
1509913917.9764771;165.0;187.0;290.0;-23.0
1509913918.1774077;165.0;187.0;290.0;-20.0
1509913918.3926039;165.0;187.0;290.0;-16.0
1509913918.5934823;165.0;187.0;290.0;-13.0
1509913918.8121524;165.0;402.0;290.0;-10.0
1509913918.996034;165.0;402.0;290.0;-6.0
1509913919.1859715;165.0;402.0;290.0;-3.0
1509913919.3929458;165.0;402.0;290.0;0.0
1509913919.5849853;166.0;402.0;553.0;3.0
1509913919.7967925;166.0;402.0;553.0;6.0
1509913919.983071;166.0;402.0;553.0;9.0
1509913920.1824255;166.0;402.0;553.0;13.0
1509913920.38547;166.0;357.0;553.0;16.0
1509913920.5841813;166.0;357.0;553.0;19.0
1509913920.7860358;166.0;357.0;553.0;23.0
1509913920.985686;166.0;357.0;553.0;26.0
1509913921.2054362;166.0;357.0;553.0;29.0
1509913921.4001038;166.0;357.0;553.0;-32.0
1509913921.6019502;167.0;357.0;554.0;-29.0
1509913921.8014185;167.0;357.0;554.0;-25.0
1509913922.0058339;167.0;94.0;554.0;-22.0
1509913922.2031875;167.0;94.0;554.0;-19.0
1509913922.4185154;167.0;94.0;554.0;-15.0
1509913922.5943294;167.0;94.0;554.0;-12.0
1509913922.8055615;167.0;94.0;554.0;-9.0
1509913922.9937582;167.0;94.0;554.0;-5.0
1509913923.1924946;167.0;94.0;554.0;-2.0
1509913923.3920279;167.0;94.0;554.0;0.0
1509913923.5950372;168.0;-145.0;461.0;4.0
1509913923.7944157;168.0;-145.0;461.0;7.0
1509913923.997297;168.0;-145.0;461.0;11.0
1509913924.2083855;168.0;-145.0;461.0;14.0
1509913924.4089909;168.0;-145.0;461.0;17.0
1509913924.611021;168.0;-145.0;461.0;21.0
1509913924.8133755;168.0;-145.0;461.0;24.0
1509913925.011869;168.0;-145.0;461.0;27.0
1509913925.2124825;168.0;-141.0;461.0;31.0
1509913925.4161887;168.0;-141.0;461.0;-30.0
1509913925.6039014;169.0;-141.0;462.0;-27.0
1509913925.8034308;169.0;-141.0;462.0;-24.0
1509913926.0250149;169.0;-141.0;462.0;-20.0
1509913926.251885;169.0;-141.0;462.0;-17.0
1509913926.404844;169.0;-141.0;462.0;-13.0
1509913926.6237862;169.0;-141.0;462.0;-10.0
1509913926.8051639;169.0;102.0;462.0;-7.0
1509913927.0132751;169.0;102.0;462.0;-3.0
1509913927.2259762;169.0;102.0;462.0;0.0
1509913927.406491;169.0;102.0;462.0;3.0
1509913927.6075854;170.0;102.0;99.0;6.0
1509913927.8237665;170.0;102.0;99.0;9.0
1509913928.022073;170.0;102.0;99.0;13.0
1509913928.2220325;170.0;102.0;99.0;16.0
1509913928.415577;170.0;362.0;99.0;20.0
1509913928.633975;170.0;362.0;99.0;23.0
1509913928.8124387;170.0;362.0;99.0;26.0
1509913929.0123432;170.0;362.0;99.0;30.0
1509913929.213068;170.0;362.0;99.0;-31.0
1509913929.4346075;170.0;362.0;99.0;-28.0
1509913929.6330183;171.0;362.0;100.0;-25.0
1509913929.837477;171.0;362.0;100.0;-21.0
1509913930.0173628;171.0;399.0;100.0;-18.0
1509913930.2305906;171.0;399.0;100.0;-14.0
1509913930.4347532;171.0;399.0;100.0;-11.0
1509913930.634383;171.0;399.0;100.0;-7.0
1509913930.8318436;171.0;399.0;100.0;-4.0
1509913931.0311835;171.0;399.0;100.0;-1.0
1509913931.2224813;171.0;399.0;100.0;2.0
1509913931.425317;171.0;399.0;100.0;5.0
1509913931.6279957;172.0;179.0;-197.0;9.0
1509913931.8250535;172.0;179.0;-197.0;12.0
1509913932.0237403;172.0;179.0;-197.0;16.0
1509913932.224389;172.0;179.0;-197.0;19.0
1509913932.4399016;172.0;179.0;-197.0;23.0
1509913932.6408973;172.0;179.0;-197.0;26.0
1509913932.844539;172.0;179.0;-197.0;29.0
1509913933.0852783;172.0;179.0;-197.0;-32.0
1509913933.2444146;172.0;-95.0;-197.0;-28.0
1509913933.4734578;172.0;-95.0;-197.0;-25.0
1509913933.645181;173.0;-95.0;-196.0;-21.0
1509913933.8341799;173.0;-95.0;-196.0;-18.0
1509913934.0475314;173.0;-95.0;-196.0;-14.0
1509913934.2353513;173.0;-95.0;-196.0;-11.0
1509913934.4361792;173.0;-95.0;-196.0;-7.0
1509913934.6542697;173.0;-95.0;-196.0;-4.0
1509913934.8335445;173.0;-172.0;-196.0;0.0
1509913935.0343294;173.0;-172.0;-196.0;2.0
1509913935.2508328;173.0;-172.0;-196.0;5.0
1509913935.4531915;173.0;-172.0;-196.0;9.0
1509913935.6366675;174.0;-172.0;-154.0;12.0
1509913935.8366892;174.0;-172.0;-154.0;16.0
1509913936.0533938;174.0;-172.0;-154.0;19.0
1509913936.2512796;174.0;-172.0;-154.0;23.0
1509913936.4538133;174.0;19.0;-154.0;26.0
1509913936.66624;174.0;19.0;-154.0;30.0
1509913936.8797505;174.0;19.0;-154.0;-31.0
1509913937.0830503;174.0;19.0;-154.0;-28.0
1509913937.2429335;174.0;19.0;-154.0;-24.0
1509913937.4693549;174.0;19.0;-154.0;-21.0
1509913937.6463819;175.0;19.0;-153.0;-17.0
1509913937.8446326;175.0;19.0;-153.0;-14.0
1509913938.0451865;175.0;303.0;-153.0;-10.0
1509913938.262029;175.0;303.0;-153.0;-7.0
1509913938.445616;175.0;303.0;-153.0;-3.0
1509913938.6589606;175.0;303.0;-153.0;0.0
1509913938.8462455;175.0;303.0;-153.0;3.0
1509913939.061116;175.0;303.0;-153.0;6.0
1509913939.4940822;175.0;303.0;-153.0;10.0
1509913939.6114838;175.0;303.0;-153.0;13.0
1509913939.6651492;176.0;418.0;190.0;17.0
1509913939.866747;176.0;418.0;190.0;20.0
1509913940.0660937;176.0;418.0;190.0;24.0
1509913940.2568285;176.0;418.0;190.0;27.0
1509913940.4543712;176.0;418.0;190.0;31.0
1509913940.656879;176.0;418.0;190.0;-30.0
