#piLocal-007
#86
#321
#3210
#Grafica en tiempo real segunda prueba
Tiempo;Voltaje;Corriente;Temperatura;RPM
1509912335.175697;127.0;17.0;193.0;-20.0
1509912335.4221435;127.0;17.0;193.0;-17.0
1509912335.6199954;127.0;17.0;193.0;-15.0
1509912335.7938426;127.0;17.0;193.0;-12.0
1509912335.9934955;127.0;17.0;193.0;-10.0
1509912336.1820843;127.0;17.0;193.0;-7.0
1509912336.3774652;127.0;17.0;193.0;-5.0
1509912336.582514;127.0;17.0;193.0;-2.0
1509912336.791103;128.0;-172.0;496.0;0.0
1509912336.9843738;128.0;-172.0;496.0;2.0
1509912337.1829257;128.0;-172.0;496.0;5.0
1509912337.3940666;128.0;-172.0;496.0;7.0
1509912337.5832405;128.0;-172.0;496.0;10.0
1509912337.8001812;128.0;-172.0;496.0;12.0
1509912337.9846702;128.0;-172.0;496.0;15.0
1509912338.1856291;128.0;-172.0;496.0;17.0
1509912338.384434;128.0;-93.0;496.0;20.0
1509912338.5861537;128.0;-93.0;496.0;23.0
1509912338.8015544;129.0;-93.0;497.0;25.0
1509912338.9868906;129.0;-93.0;497.0;28.0
1509912339.2016861;129.0;-93.0;497.0;30.0
1509912339.404556;129.0;-93.0;497.0;-32.0
1509912339.605363;129.0;-93.0;497.0;-29.0
1509912339.7943048;129.0;-93.0;497.0;-26.0
1509912339.9944859;129.0;181.0;497.0;-24.0
1509912340.1958256;129.0;181.0;497.0;-21.0
1509912340.3953135;129.0;181.0;497.0;-19.0
1509912340.6092663;129.0;181.0;497.0;-16.0
1509912340.7944853;130.0;181.0;460.0;-13.0
1509912340.995721;130.0;181.0;460.0;-11.0
1509912341.195506;130.0;181.0;460.0;-8.0
1509912341.3961809;130.0;181.0;460.0;-6.0
1509912341.5959017;130.0;400.0;460.0;-3.0
1509912341.7965007;130.0;400.0;460.0;0.0
1509912342.0096304;130.0;400.0;460.0;1.0
1509912342.1966605;130.0;400.0;460.0;4.0
1509912342.415729;130.0;400.0;460.0;6.0
1509912342.612119;130.0;400.0;460.0;9.0
1509912342.811517;131.0;400.0;461.0;12.0
1509912343.0158257;131.0;400.0;461.0;14.0
1509912343.2032807;131.0;361.0;461.0;17.0
1509912343.4060225;131.0;361.0;461.0;20.0
1509912343.6399112;131.0;361.0;461.0;22.0
1509912343.8235362;131.0;361.0;461.0;25.0
1509912344.0046182;131.0;361.0;461.0;27.0
1509912344.219527;131.0;361.0;461.0;30.0
1509912344.406748;131.0;361.0;461.0;-32.0
1509912344.6235998;131.0;361.0;461.0;-29.0
1509912344.8385575;132.0;100.0;121.0;-27.0
1509912345.0191224;132.0;100.0;121.0;-24.0
1509912345.2129993;132.0;100.0;121.0;-21.0
1509912345.4263191;132.0;100.0;121.0;-19.0
1509912345.6142743;132.0;100.0;121.0;-16.0
1509912345.8395808;132.0;100.0;121.0;-13.0
1509912346.024309;132.0;100.0;121.0;-11.0
1509912346.2229626;132.0;100.0;121.0;-8.0
1509912346.4173486;132.0;-142.0;121.0;-5.0
1509912346.6133895;132.0;-142.0;121.0;-3.0
1509912346.8150494;133.0;-142.0;122.0;0.0
1509912347.0313652;133.0;-142.0;122.0;2.0
1509912347.2152343;133.0;-142.0;122.0;4.0
1509912347.4167361;133.0;-142.0;122.0;7.0
1509912347.6166148;133.0;-142.0;122.0;10.0
1509912347.8175437;133.0;-142.0;122.0;12.0
1509912348.0331335;133.0;-143.0;122.0;15.0
1509912348.2333434;133.0;-143.0;122.0;18.0
1509912348.4352422;133.0;-143.0;122.0;20.0
1509912348.6369402;133.0;-143.0;122.0;23.0
1509912348.8321052;134.0;-143.0;-208.0;26.0
1509912349.02423;134.0;-143.0;-208.0;28.0
1509912349.235978;134.0;-143.0;-208.0;31.0
1509912349.4346077;134.0;-143.0;-208.0;-31.0
1509912349.6231036;134.0;97.0;-208.0;-28.0
1509912349.8413234;134.0;97.0;-208.0;-25.0
1509912350.0261354;134.0;97.0;-208.0;-23.0
1509912350.2251403;134.0;97.0;-208.0;-20.0
1509912350.438981;134.0;97.0;-208.0;-17.0
1509912350.6267612;134.0;97.0;-208.0;-15.0
1509912350.8499818;135.0;97.0;-207.0;-12.0
1509912351.0436337;135.0;97.0;-207.0;-9.0
1509912351.2444086;135.0;359.0;-207.0;-7.0
1509912351.4409945;135.0;359.0;-207.0;-4.0
1509912351.6589582;135.0;359.0;-207.0;-1.0
1509912351.8902087;135.0;359.0;-207.0;1.0
1509912352.0801067;135.0;359.0;-207.0;3.0
1509912352.262369;135.0;359.0;-207.0;6.0
1509912352.436565;135.0;359.0;-207.0;9.0
1509912352.6501906;135.0;359.0;-207.0;11.0
1509912352.8342938;136.0;401.0;-223.0;14.0
1509912353.0363927;136.0;401.0;-223.0;17.0
1509912353.2486994;136.0;401.0;-223.0;20.0
